dateday,season,year,month,count,season_category,hour,time_category
2012-08-31,winter,2012,Aug,82,,0,Malam
2012-08-31,winter,2012,Aug,32,,1,Malam
2012-08-31,winter,2012,Aug,20,,2,Malam
2012-08-31,winter,2012,Aug,5,,3,Malam
2012-08-31,winter,2012,Aug,7,,4,Pagi
2012-08-31,winter,2012,Aug,29,,5,Pagi
2012-08-31,winter,2012,Aug,108,,6,Pagi
2012-08-31,winter,2012,Aug,421,,7,Pagi
2012-08-31,winter,2012,Aug,690,,8,Pagi
2012-08-31,winter,2012,Aug,398,,9,Pagi
2012-08-31,winter,2012,Aug,256,,10,Pagi
2012-08-31,winter,2012,Aug,309,,11,Siang
2012-08-31,winter,2012,Aug,410,,12,Siang
2012-08-31,winter,2012,Aug,368,,13,Siang
2012-08-31,winter,2012,Aug,436,,14,Siang
2012-08-31,winter,2012,Aug,526,,15,Siang
2012-08-31,winter,2012,Aug,528,,16,Sore
2012-08-31,winter,2012,Aug,617,,17,Sore
2012-08-31,winter,2012,Aug,546,,18,Sore
2012-08-31,winter,2012,Aug,452,,19,Sore
2012-08-31,winter,2012,Aug,356,,20,Malam
2012-08-31,winter,2012,Aug,303,,21,Malam
2012-08-31,winter,2012,Aug,277,,22,Malam
2012-08-31,winter,2012,Aug,174,,23,Malam
2012-09-01,winter,2012,Sep,168,,0,Malam
2012-09-01,winter,2012,Sep,79,,1,Malam
2012-09-01,winter,2012,Sep,69,,2,Malam
2012-09-01,winter,2012,Sep,35,,3,Malam
2012-09-01,winter,2012,Sep,12,,4,Pagi
2012-09-01,winter,2012,Sep,22,,5,Pagi
2012-09-01,winter,2012,Sep,36,,6,Pagi
2012-09-01,winter,2012,Sep,66,,7,Pagi
2012-09-01,winter,2012,Sep,162,,8,Pagi
2012-09-01,winter,2012,Sep,237,,9,Pagi
2012-09-01,winter,2012,Sep,417,,10,Pagi
2012-09-01,winter,2012,Sep,492,,11,Siang
2012-09-01,winter,2012,Sep,471,,12,Siang
2012-09-01,winter,2012,Sep,504,,13,Siang
2012-09-01,winter,2012,Sep,514,,14,Siang
2012-09-01,winter,2012,Sep,563,,15,Siang
2012-09-01,winter,2012,Sep,462,,16,Sore
2012-09-01,winter,2012,Sep,463,,17,Sore
2012-09-01,winter,2012,Sep,442,,18,Sore
2012-09-01,winter,2012,Sep,392,,19,Sore
2012-09-01,winter,2012,Sep,207,,20,Malam
2012-09-01,winter,2012,Sep,104,,21,Malam
2012-09-01,winter,2012,Sep,78,,22,Malam
2012-09-01,winter,2012,Sep,145,,23,Malam
2012-09-02,winter,2012,Sep,99,,0,Malam
2012-09-02,winter,2012,Sep,73,,1,Malam
2012-09-02,winter,2012,Sep,84,,2,Malam
2012-09-02,winter,2012,Sep,42,,3,Malam
2012-09-02,winter,2012,Sep,22,,4,Pagi
2012-09-02,winter,2012,Sep,12,,5,Pagi
2012-09-02,winter,2012,Sep,15,,6,Pagi
2012-09-02,winter,2012,Sep,42,,7,Pagi
2012-09-02,winter,2012,Sep,129,,8,Pagi
2012-09-02,winter,2012,Sep,232,,9,Pagi
2012-09-02,winter,2012,Sep,388,,10,Pagi
2012-09-02,winter,2012,Sep,489,,11,Siang
2012-09-02,winter,2012,Sep,545,,12,Siang
2012-09-02,winter,2012,Sep,493,,13,Siang
2012-09-02,winter,2012,Sep,457,,14,Siang
2012-09-02,winter,2012,Sep,355,,15,Siang
2012-09-02,winter,2012,Sep,474,,16,Sore
2012-09-02,winter,2012,Sep,503,,17,Sore
2012-09-02,winter,2012,Sep,500,,18,Sore
2012-09-02,winter,2012,Sep,292,,19,Sore
2012-09-02,winter,2012,Sep,104,,20,Malam
2012-09-02,winter,2012,Sep,171,,21,Malam
2012-09-02,winter,2012,Sep,166,,22,Malam
2012-09-02,winter,2012,Sep,123,,23,Malam
2012-09-03,winter,2012,Sep,104,,0,Malam
2012-09-03,winter,2012,Sep,55,,1,Malam
2012-09-03,winter,2012,Sep,40,,2,Malam
2012-09-03,winter,2012,Sep,28,,3,Malam
2012-09-03,winter,2012,Sep,11,,4,Pagi
2012-09-03,winter,2012,Sep,4,,5,Pagi
2012-09-03,winter,2012,Sep,15,,6,Pagi
2012-09-03,winter,2012,Sep,43,,7,Pagi
2012-09-03,winter,2012,Sep,127,,8,Pagi
2012-09-03,winter,2012,Sep,229,,9,Pagi
2012-09-03,winter,2012,Sep,359,,10,Pagi
2012-09-03,winter,2012,Sep,459,,11,Siang
2012-09-03,winter,2012,Sep,543,,12,Siang
2012-09-03,winter,2012,Sep,566,,13,Siang
2012-09-03,winter,2012,Sep,512,,14,Siang
2012-09-03,winter,2012,Sep,449,,15,Siang
2012-09-03,winter,2012,Sep,500,,16,Sore
2012-09-03,winter,2012,Sep,498,,17,Sore
2012-09-03,winter,2012,Sep,482,,18,Sore
2012-09-03,winter,2012,Sep,374,,19,Sore
2012-09-03,winter,2012,Sep,261,,20,Malam
2012-09-03,winter,2012,Sep,184,,21,Malam
2012-09-03,winter,2012,Sep,121,,22,Malam
2012-09-03,winter,2012,Sep,70,,23,Malam
2012-09-04,winter,2012,Sep,29,,0,Malam
2012-09-04,winter,2012,Sep,24,,1,Malam
2012-09-04,winter,2012,Sep,5,,2,Malam
2012-09-04,winter,2012,Sep,10,,3,Malam
2012-09-04,winter,2012,Sep,8,,4,Pagi
2012-09-04,winter,2012,Sep,38,,5,Pagi
2012-09-04,winter,2012,Sep,172,,6,Pagi
2012-09-04,winter,2012,Sep,493,,7,Pagi
2012-09-04,winter,2012,Sep,632,,8,Pagi
2012-09-04,winter,2012,Sep,323,,9,Pagi
2012-09-04,winter,2012,Sep,172,,10,Pagi
2012-09-04,winter,2012,Sep,198,,11,Siang
2012-09-04,winter,2012,Sep,287,,12,Siang
2012-09-04,winter,2012,Sep,275,,13,Siang
2012-09-04,winter,2012,Sep,274,,14,Siang
2012-09-04,winter,2012,Sep,292,,15,Siang
2012-09-04,winter,2012,Sep,458,,16,Sore
2012-09-04,winter,2012,Sep,856,,17,Sore
2012-09-04,winter,2012,Sep,839,,18,Sore
2012-09-04,winter,2012,Sep,552,,19,Sore
2012-09-04,winter,2012,Sep,385,,20,Malam
2012-09-04,winter,2012,Sep,268,,21,Malam
2012-09-04,winter,2012,Sep,179,,22,Malam
2012-09-04,winter,2012,Sep,95,,23,Malam
2012-09-05,winter,2012,Sep,37,,0,Malam
2012-09-05,winter,2012,Sep,13,,1,Malam
2012-09-05,winter,2012,Sep,9,,2,Malam
2012-09-05,winter,2012,Sep,4,,3,Malam
2012-09-05,winter,2012,Sep,5,,4,Pagi
2012-09-05,winter,2012,Sep,40,,5,Pagi
2012-09-05,winter,2012,Sep,210,,6,Pagi
2012-09-05,winter,2012,Sep,500,,7,Pagi
2012-09-05,winter,2012,Sep,725,,8,Pagi
2012-09-05,winter,2012,Sep,290,,9,Pagi
2012-09-05,winter,2012,Sep,235,,10,Pagi
2012-09-05,winter,2012,Sep,217,,11,Siang
2012-09-05,winter,2012,Sep,266,,12,Siang
2012-09-05,winter,2012,Sep,234,,13,Siang
2012-09-05,winter,2012,Sep,211,,14,Siang
2012-09-05,winter,2012,Sep,245,,15,Siang
2012-09-05,winter,2012,Sep,430,,16,Sore
2012-09-05,winter,2012,Sep,863,,17,Sore
2012-09-05,winter,2012,Sep,839,,18,Sore
2012-09-05,winter,2012,Sep,662,,19,Sore
2012-09-05,winter,2012,Sep,412,,20,Malam
2012-09-05,winter,2012,Sep,296,,21,Malam
2012-09-05,winter,2012,Sep,219,,22,Malam
2012-09-05,winter,2012,Sep,150,,23,Malam
2012-09-06,winter,2012,Sep,65,,0,Malam
2012-09-06,winter,2012,Sep,18,,1,Malam
2012-09-06,winter,2012,Sep,8,,2,Malam
2012-09-06,winter,2012,Sep,9,,3,Malam
2012-09-06,winter,2012,Sep,8,,4,Pagi
2012-09-06,winter,2012,Sep,38,,5,Pagi
2012-09-06,winter,2012,Sep,200,,6,Pagi
2012-09-06,winter,2012,Sep,482,,7,Pagi
2012-09-06,winter,2012,Sep,646,,8,Pagi
2012-09-06,winter,2012,Sep,123,,9,Pagi
2012-09-06,winter,2012,Sep,49,,10,Pagi
2012-09-06,winter,2012,Sep,62,,11,Siang
2012-09-06,winter,2012,Sep,137,,12,Siang
2012-09-06,winter,2012,Sep,191,,13,Siang
2012-09-06,winter,2012,Sep,216,,14,Siang
2012-09-06,winter,2012,Sep,270,,15,Siang
2012-09-06,winter,2012,Sep,416,,16,Sore
2012-09-06,winter,2012,Sep,808,,17,Sore
2012-09-06,winter,2012,Sep,835,,18,Sore
2012-09-06,winter,2012,Sep,558,,19,Sore
2012-09-06,winter,2012,Sep,406,,20,Malam
2012-09-06,winter,2012,Sep,272,,21,Malam
2012-09-06,winter,2012,Sep,217,,22,Malam
2012-09-06,winter,2012,Sep,169,,23,Malam
2012-09-07,winter,2012,Sep,96,,0,Malam
2012-09-07,winter,2012,Sep,29,,1,Malam
2012-09-07,winter,2012,Sep,11,,2,Malam
2012-09-07,winter,2012,Sep,9,,3,Malam
2012-09-07,winter,2012,Sep,8,,4,Pagi
2012-09-07,winter,2012,Sep,40,,5,Pagi
2012-09-07,winter,2012,Sep,140,,6,Pagi
2012-09-07,winter,2012,Sep,486,,7,Pagi
2012-09-07,winter,2012,Sep,719,,8,Pagi
2012-09-07,winter,2012,Sep,344,,9,Pagi
2012-09-07,winter,2012,Sep,224,,10,Pagi
2012-09-07,winter,2012,Sep,296,,11,Siang
2012-09-07,winter,2012,Sep,323,,12,Siang
2012-09-07,winter,2012,Sep,354,,13,Siang
2012-09-07,winter,2012,Sep,253,,14,Siang
2012-09-07,winter,2012,Sep,331,,15,Siang
2012-09-07,winter,2012,Sep,470,,16,Sore
2012-09-07,winter,2012,Sep,772,,17,Sore
2012-09-07,winter,2012,Sep,792,,18,Sore
2012-09-07,winter,2012,Sep,568,,19,Sore
2012-09-07,winter,2012,Sep,391,,20,Malam
2012-09-07,winter,2012,Sep,301,,21,Malam
2012-09-07,winter,2012,Sep,299,,22,Malam
2012-09-07,winter,2012,Sep,248,,23,Malam
2012-09-08,winter,2012,Sep,150,,0,Malam
2012-09-08,winter,2012,Sep,117,,1,Malam
2012-09-08,winter,2012,Sep,77,,2,Malam
2012-09-08,winter,2012,Sep,43,,3,Malam
2012-09-08,winter,2012,Sep,11,,4,Pagi
2012-09-08,winter,2012,Sep,15,,5,Pagi
2012-09-08,winter,2012,Sep,34,,6,Pagi
2012-09-08,winter,2012,Sep,82,,7,Pagi
2012-09-08,winter,2012,Sep,230,,8,Pagi
2012-09-08,winter,2012,Sep,348,,9,Pagi
2012-09-08,winter,2012,Sep,422,,10,Pagi
2012-09-08,winter,2012,Sep,578,,11,Siang
2012-09-08,winter,2012,Sep,694,,12,Siang
2012-09-08,winter,2012,Sep,668,,13,Siang
2012-09-08,winter,2012,Sep,626,,14,Siang
2012-09-08,winter,2012,Sep,512,,15,Siang
2012-09-08,winter,2012,Sep,114,,16,Sore
2012-09-08,winter,2012,Sep,171,,17,Sore
2012-09-08,winter,2012,Sep,167,,18,Sore
2012-09-08,winter,2012,Sep,215,,19,Sore
2012-09-08,winter,2012,Sep,194,,20,Malam
2012-09-08,winter,2012,Sep,181,,21,Malam
2012-09-08,winter,2012,Sep,194,,22,Malam
2012-09-08,winter,2012,Sep,133,,23,Malam
2012-09-09,winter,2012,Sep,124,,0,Malam
2012-09-09,winter,2012,Sep,124,,1,Malam
2012-09-09,winter,2012,Sep,96,,2,Malam
2012-09-09,winter,2012,Sep,46,,3,Malam
2012-09-09,winter,2012,Sep,28,,4,Pagi
2012-09-09,winter,2012,Sep,55,,5,Pagi
2012-09-09,winter,2012,Sep,35,,6,Pagi
2012-09-09,winter,2012,Sep,70,,7,Pagi
2012-09-09,winter,2012,Sep,170,,8,Pagi
2012-09-09,winter,2012,Sep,299,,9,Pagi
2012-09-09,winter,2012,Sep,495,,10,Pagi
2012-09-09,winter,2012,Sep,585,,11,Siang
2012-09-09,winter,2012,Sep,757,,12,Siang
2012-09-09,winter,2012,Sep,729,,13,Siang
2012-09-09,winter,2012,Sep,647,,14,Siang
2012-09-09,winter,2012,Sep,696,,15,Siang
2012-09-09,winter,2012,Sep,701,,16,Sore
2012-09-09,winter,2012,Sep,671,,17,Sore
2012-09-09,winter,2012,Sep,560,,18,Sore
2012-09-09,winter,2012,Sep,496,,19,Sore
2012-09-09,winter,2012,Sep,356,,20,Malam
2012-09-09,winter,2012,Sep,206,,21,Malam
2012-09-09,winter,2012,Sep,189,,22,Malam
2012-09-09,winter,2012,Sep,92,,23,Malam
2012-09-10,winter,2012,Sep,41,,0,Malam
2012-09-10,winter,2012,Sep,18,,1,Malam
2012-09-10,winter,2012,Sep,17,,2,Malam
2012-09-10,winter,2012,Sep,12,,3,Malam
2012-09-10,winter,2012,Sep,5,,4,Pagi
2012-09-10,winter,2012,Sep,40,,5,Pagi
2012-09-10,winter,2012,Sep,180,,6,Pagi
2012-09-10,winter,2012,Sep,447,,7,Pagi
2012-09-10,winter,2012,Sep,730,,8,Pagi
2012-09-10,winter,2012,Sep,361,,9,Pagi
2012-09-10,winter,2012,Sep,210,,10,Pagi
2012-09-10,winter,2012,Sep,236,,11,Siang
2012-09-10,winter,2012,Sep,332,,12,Siang
2012-09-10,winter,2012,Sep,323,,13,Siang
2012-09-10,winter,2012,Sep,340,,14,Siang
2012-09-10,winter,2012,Sep,346,,15,Siang
2012-09-10,winter,2012,Sep,488,,16,Sore
2012-09-10,winter,2012,Sep,871,,17,Sore
2012-09-10,winter,2012,Sep,968,,18,Sore
2012-09-10,winter,2012,Sep,633,,19,Sore
2012-09-10,winter,2012,Sep,390,,20,Malam
2012-09-10,winter,2012,Sep,285,,21,Malam
2012-09-10,winter,2012,Sep,159,,22,Malam
2012-09-10,winter,2012,Sep,93,,23,Malam
2012-09-11,winter,2012,Sep,32,,0,Malam
2012-09-11,winter,2012,Sep,10,,1,Malam
2012-09-11,winter,2012,Sep,6,,2,Malam
2012-09-11,winter,2012,Sep,8,,3,Malam
2012-09-11,winter,2012,Sep,9,,4,Pagi
2012-09-11,winter,2012,Sep,44,,5,Pagi
2012-09-11,winter,2012,Sep,211,,6,Pagi
2012-09-11,winter,2012,Sep,596,,7,Pagi
2012-09-11,winter,2012,Sep,750,,8,Pagi
2012-09-11,winter,2012,Sep,358,,9,Pagi
2012-09-11,winter,2012,Sep,196,,10,Pagi
2012-09-11,winter,2012,Sep,247,,11,Siang
2012-09-11,winter,2012,Sep,316,,12,Siang
2012-09-11,winter,2012,Sep,328,,13,Siang
2012-09-11,winter,2012,Sep,255,,14,Siang
2012-09-11,winter,2012,Sep,326,,15,Siang
2012-09-11,winter,2012,Sep,536,,16,Sore
2012-09-11,winter,2012,Sep,970,,17,Sore
2012-09-11,winter,2012,Sep,877,,18,Sore
2012-09-11,winter,2012,Sep,596,,19,Sore
2012-09-11,winter,2012,Sep,461,,20,Malam
2012-09-11,winter,2012,Sep,310,,21,Malam
2012-09-11,winter,2012,Sep,216,,22,Malam
2012-09-11,winter,2012,Sep,109,,23,Malam
2012-09-12,winter,2012,Sep,49,,0,Malam
2012-09-12,winter,2012,Sep,21,,1,Malam
2012-09-12,winter,2012,Sep,11,,2,Malam
2012-09-12,winter,2012,Sep,7,,3,Malam
2012-09-12,winter,2012,Sep,5,,4,Pagi
2012-09-12,winter,2012,Sep,48,,5,Pagi
2012-09-12,winter,2012,Sep,205,,6,Pagi
2012-09-12,winter,2012,Sep,557,,7,Pagi
2012-09-12,winter,2012,Sep,770,,8,Pagi
2012-09-12,winter,2012,Sep,328,,9,Pagi
2012-09-12,winter,2012,Sep,205,,10,Pagi
2012-09-12,winter,2012,Sep,232,,11,Siang
2012-09-12,winter,2012,Sep,352,,12,Siang
2012-09-12,winter,2012,Sep,323,,13,Siang
2012-09-12,winter,2012,Sep,278,,14,Siang
2012-09-12,winter,2012,Sep,318,,15,Siang
2012-09-12,winter,2012,Sep,509,,16,Sore
2012-09-12,winter,2012,Sep,925,,17,Sore
2012-09-12,winter,2012,Sep,977,,18,Sore
2012-09-12,winter,2012,Sep,635,,19,Sore
2012-09-12,winter,2012,Sep,470,,20,Malam
2012-09-12,winter,2012,Sep,306,,21,Malam
2012-09-12,winter,2012,Sep,212,,22,Malam
2012-09-12,winter,2012,Sep,127,,23,Malam
2012-09-13,winter,2012,Sep,57,,0,Malam
2012-09-13,winter,2012,Sep,28,,1,Malam
2012-09-13,winter,2012,Sep,9,,2,Malam
2012-09-13,winter,2012,Sep,11,,3,Malam
2012-09-13,winter,2012,Sep,6,,4,Pagi
2012-09-13,winter,2012,Sep,57,,5,Pagi
2012-09-13,winter,2012,Sep,195,,6,Pagi
2012-09-13,winter,2012,Sep,571,,7,Pagi
2012-09-13,winter,2012,Sep,758,,8,Pagi
2012-09-13,winter,2012,Sep,338,,9,Pagi
2012-09-13,winter,2012,Sep,212,,10,Pagi
2012-09-13,winter,2012,Sep,254,,11,Siang
2012-09-13,winter,2012,Sep,297,,12,Siang
2012-09-13,winter,2012,Sep,283,,13,Siang
2012-09-13,winter,2012,Sep,274,,14,Siang
2012-09-13,winter,2012,Sep,352,,15,Siang
2012-09-13,winter,2012,Sep,491,,16,Sore
2012-09-13,winter,2012,Sep,884,,17,Sore
2012-09-13,winter,2012,Sep,852,,18,Sore
2012-09-13,winter,2012,Sep,674,,19,Sore
2012-09-13,winter,2012,Sep,463,,20,Malam
2012-09-13,winter,2012,Sep,317,,21,Malam
2012-09-13,winter,2012,Sep,251,,22,Malam
2012-09-13,winter,2012,Sep,170,,23,Malam
2012-09-14,winter,2012,Sep,87,,0,Malam
2012-09-14,winter,2012,Sep,41,,1,Malam
2012-09-14,winter,2012,Sep,30,,2,Malam
2012-09-14,winter,2012,Sep,14,,3,Malam
2012-09-14,winter,2012,Sep,12,,4,Pagi
2012-09-14,winter,2012,Sep,41,,5,Pagi
2012-09-14,winter,2012,Sep,152,,6,Pagi
2012-09-14,winter,2012,Sep,454,,7,Pagi
2012-09-14,winter,2012,Sep,766,,8,Pagi
2012-09-14,winter,2012,Sep,347,,9,Pagi
2012-09-14,winter,2012,Sep,246,,10,Pagi
2012-09-14,winter,2012,Sep,280,,11,Siang
2012-09-14,winter,2012,Sep,409,,12,Siang
2012-09-14,winter,2012,Sep,408,,13,Siang
2012-09-14,winter,2012,Sep,371,,14,Siang
2012-09-14,winter,2012,Sep,367,,15,Siang
2012-09-14,winter,2012,Sep,563,,16,Sore
2012-09-14,winter,2012,Sep,894,,17,Sore
2012-09-14,winter,2012,Sep,808,,18,Sore
2012-09-14,winter,2012,Sep,579,,19,Sore
2012-09-14,winter,2012,Sep,404,,20,Malam
2012-09-14,winter,2012,Sep,312,,21,Malam
2012-09-14,winter,2012,Sep,229,,22,Malam
2012-09-14,winter,2012,Sep,195,,23,Malam
2012-09-15,winter,2012,Sep,207,,0,Malam
2012-09-15,winter,2012,Sep,109,,1,Malam
2012-09-15,winter,2012,Sep,93,,2,Malam
2012-09-15,winter,2012,Sep,37,,3,Malam
2012-09-15,winter,2012,Sep,6,,4,Pagi
2012-09-15,winter,2012,Sep,16,,5,Pagi
2012-09-15,winter,2012,Sep,33,,6,Pagi
2012-09-15,winter,2012,Sep,73,,7,Pagi
2012-09-15,winter,2012,Sep,212,,8,Pagi
2012-09-15,winter,2012,Sep,342,,9,Pagi
2012-09-15,winter,2012,Sep,442,,10,Pagi
2012-09-15,winter,2012,Sep,627,,11,Siang
2012-09-15,winter,2012,Sep,706,,12,Siang
2012-09-15,winter,2012,Sep,704,,13,Siang
2012-09-15,winter,2012,Sep,715,,14,Siang
2012-09-15,winter,2012,Sep,654,,15,Siang
2012-09-15,winter,2012,Sep,783,,16,Sore
2012-09-15,winter,2012,Sep,729,,17,Sore
2012-09-15,winter,2012,Sep,614,,18,Sore
2012-09-15,winter,2012,Sep,478,,19,Sore
2012-09-15,winter,2012,Sep,330,,20,Malam
2012-09-15,winter,2012,Sep,296,,21,Malam
2012-09-15,winter,2012,Sep,279,,22,Malam
2012-09-15,winter,2012,Sep,229,,23,Malam
2012-09-16,winter,2012,Sep,151,,0,Malam
2012-09-16,winter,2012,Sep,117,,1,Malam
2012-09-16,winter,2012,Sep,89,,2,Malam
2012-09-16,winter,2012,Sep,48,,3,Malam
2012-09-16,winter,2012,Sep,8,,4,Pagi
2012-09-16,winter,2012,Sep,13,,5,Pagi
2012-09-16,winter,2012,Sep,35,,6,Pagi
2012-09-16,winter,2012,Sep,71,,7,Pagi
2012-09-16,winter,2012,Sep,128,,8,Pagi
2012-09-16,winter,2012,Sep,296,,9,Pagi
2012-09-16,winter,2012,Sep,490,,10,Pagi
2012-09-16,winter,2012,Sep,559,,11,Siang
2012-09-16,winter,2012,Sep,656,,12,Siang
2012-09-16,winter,2012,Sep,694,,13,Siang
2012-09-16,winter,2012,Sep,635,,14,Siang
2012-09-16,winter,2012,Sep,557,,15,Siang
2012-09-16,winter,2012,Sep,596,,16,Sore
2012-09-16,winter,2012,Sep,570,,17,Sore
2012-09-16,winter,2012,Sep,481,,18,Sore
2012-09-16,winter,2012,Sep,403,,19,Sore
2012-09-16,winter,2012,Sep,324,,20,Malam
2012-09-16,winter,2012,Sep,191,,21,Malam
2012-09-16,winter,2012,Sep,127,,22,Malam
2012-09-16,winter,2012,Sep,94,,23,Malam
2012-09-17,winter,2012,Sep,45,,0,Malam
2012-09-17,winter,2012,Sep,21,,1,Malam
2012-09-17,winter,2012,Sep,13,,2,Malam
2012-09-17,winter,2012,Sep,7,,3,Malam
2012-09-17,winter,2012,Sep,11,,4,Pagi
2012-09-17,winter,2012,Sep,45,,5,Pagi
2012-09-17,winter,2012,Sep,164,,6,Pagi
2012-09-17,winter,2012,Sep,492,,7,Pagi
2012-09-17,winter,2012,Sep,683,,8,Pagi
2012-09-17,winter,2012,Sep,299,,9,Pagi
2012-09-17,winter,2012,Sep,202,,10,Pagi
2012-09-17,winter,2012,Sep,252,,11,Siang
2012-09-17,winter,2012,Sep,295,,12,Siang
2012-09-17,winter,2012,Sep,343,,13,Siang
2012-09-17,winter,2012,Sep,332,,14,Siang
2012-09-17,winter,2012,Sep,338,,15,Siang
2012-09-17,winter,2012,Sep,453,,16,Sore
2012-09-17,winter,2012,Sep,842,,17,Sore
2012-09-17,winter,2012,Sep,774,,18,Sore
2012-09-17,winter,2012,Sep,486,,19,Sore
2012-09-17,winter,2012,Sep,340,,20,Malam
2012-09-17,winter,2012,Sep,233,,21,Malam
2012-09-17,winter,2012,Sep,129,,22,Malam
2012-09-17,winter,2012,Sep,70,,23,Malam
2012-09-18,winter,2012,Sep,13,,0,Malam
2012-09-18,winter,2012,Sep,5,,1,Malam
2012-09-18,winter,2012,Sep,4,,2,Malam
2012-09-18,winter,2012,Sep,6,,3,Malam
2012-09-18,winter,2012,Sep,7,,4,Pagi
2012-09-18,winter,2012,Sep,48,,5,Pagi
2012-09-18,winter,2012,Sep,167,,6,Pagi
2012-09-18,winter,2012,Sep,356,,7,Pagi
2012-09-18,winter,2012,Sep,672,,8,Pagi
2012-09-18,winter,2012,Sep,293,,9,Pagi
2012-09-18,winter,2012,Sep,160,,10,Pagi
2012-09-18,winter,2012,Sep,151,,11,Siang
2012-09-18,winter,2012,Sep,88,,12,Siang
2012-09-18,winter,2012,Sep,114,,13,Siang
2012-09-18,winter,2012,Sep,143,,14,Siang
2012-09-18,winter,2012,Sep,36,,15,Siang
2012-09-18,winter,2012,Sep,141,,16,Sore
2012-09-18,winter,2012,Sep,338,,17,Sore
2012-09-18,winter,2012,Sep,281,,18,Sore
2012-09-18,winter,2012,Sep,324,,19,Sore
2012-09-18,winter,2012,Sep,290,,20,Malam
2012-09-18,winter,2012,Sep,207,,21,Malam
2012-09-18,winter,2012,Sep,151,,22,Malam
2012-09-18,winter,2012,Sep,78,,23,Malam
2012-09-19,winter,2012,Sep,26,,0,Malam
2012-09-19,winter,2012,Sep,12,,1,Malam
2012-09-19,winter,2012,Sep,3,,2,Malam
2012-09-19,winter,2012,Sep,5,,3,Malam
2012-09-19,winter,2012,Sep,10,,4,Pagi
2012-09-19,winter,2012,Sep,56,,5,Pagi
2012-09-19,winter,2012,Sep,172,,6,Pagi
2012-09-19,winter,2012,Sep,545,,7,Pagi
2012-09-19,winter,2012,Sep,797,,8,Pagi
2012-09-19,winter,2012,Sep,362,,9,Pagi
2012-09-19,winter,2012,Sep,192,,10,Pagi
2012-09-19,winter,2012,Sep,247,,11,Siang
2012-09-19,winter,2012,Sep,313,,12,Siang
2012-09-19,winter,2012,Sep,289,,13,Siang
2012-09-19,winter,2012,Sep,286,,14,Siang
2012-09-19,winter,2012,Sep,311,,15,Siang
2012-09-19,winter,2012,Sep,466,,16,Sore
2012-09-19,winter,2012,Sep,886,,17,Sore
2012-09-19,winter,2012,Sep,892,,18,Sore
2012-09-19,winter,2012,Sep,611,,19,Sore
2012-09-19,winter,2012,Sep,409,,20,Malam
2012-09-19,winter,2012,Sep,349,,21,Malam
2012-09-19,winter,2012,Sep,229,,22,Malam
2012-09-19,winter,2012,Sep,123,,23,Malam
2012-09-20,winter,2012,Sep,58,,0,Malam
2012-09-20,winter,2012,Sep,18,,1,Malam
2012-09-20,winter,2012,Sep,11,,2,Malam
2012-09-20,winter,2012,Sep,6,,3,Malam
2012-09-20,winter,2012,Sep,6,,4,Pagi
2012-09-20,winter,2012,Sep,56,,5,Pagi
2012-09-20,winter,2012,Sep,170,,6,Pagi
2012-09-20,winter,2012,Sep,534,,7,Pagi
2012-09-20,winter,2012,Sep,790,,8,Pagi
2012-09-20,winter,2012,Sep,355,,9,Pagi
2012-09-20,winter,2012,Sep,190,,10,Pagi
2012-09-20,winter,2012,Sep,243,,11,Siang
2012-09-20,winter,2012,Sep,290,,12,Siang
2012-09-20,winter,2012,Sep,336,,13,Siang
2012-09-20,winter,2012,Sep,298,,14,Siang
2012-09-20,winter,2012,Sep,291,,15,Siang
2012-09-20,winter,2012,Sep,457,,16,Sore
2012-09-20,winter,2012,Sep,976,,17,Sore
2012-09-20,winter,2012,Sep,900,,18,Sore
2012-09-20,winter,2012,Sep,603,,19,Sore
2012-09-20,winter,2012,Sep,417,,20,Malam
2012-09-20,winter,2012,Sep,274,,21,Malam
2012-09-20,winter,2012,Sep,287,,22,Malam
2012-09-20,winter,2012,Sep,154,,23,Malam
2012-09-21,winter,2012,Sep,66,,0,Malam
2012-09-21,winter,2012,Sep,49,,1,Malam
2012-09-21,winter,2012,Sep,14,,2,Malam
2012-09-21,winter,2012,Sep,12,,3,Malam
2012-09-21,winter,2012,Sep,10,,4,Pagi
2012-09-21,winter,2012,Sep,49,,5,Pagi
2012-09-21,winter,2012,Sep,165,,6,Pagi
2012-09-21,winter,2012,Sep,503,,7,Pagi
2012-09-21,winter,2012,Sep,757,,8,Pagi
2012-09-21,winter,2012,Sep,383,,9,Pagi
2012-09-21,winter,2012,Sep,225,,10,Pagi
2012-09-21,winter,2012,Sep,321,,11,Siang
2012-09-21,winter,2012,Sep,389,,12,Siang
2012-09-21,winter,2012,Sep,421,,13,Siang
2012-09-21,winter,2012,Sep,412,,14,Siang
2012-09-21,winter,2012,Sep,423,,15,Siang
2012-09-21,winter,2012,Sep,567,,16,Sore
2012-09-21,winter,2012,Sep,846,,17,Sore
2012-09-21,winter,2012,Sep,805,,18,Sore
2012-09-21,winter,2012,Sep,588,,19,Sore
2012-09-21,winter,2012,Sep,369,,20,Malam
2012-09-21,winter,2012,Sep,312,,21,Malam
2012-09-21,winter,2012,Sep,295,,22,Malam
2012-09-21,winter,2012,Sep,186,,23,Malam
2012-09-22,winter,2012,Sep,172,,0,Malam
2012-09-22,winter,2012,Sep,124,,1,Malam
2012-09-22,winter,2012,Sep,83,,2,Malam
